name,description,coverImage,cards,privacy,language,deleted,createdAt,updatedAt
Sentieri 4B: Vocabulary,"clothing, colors and shopping",https://s3.amazonaws.com/tinycards/image/79d679720bd3e8fcf6912f98c361501e,"### Card 1
Front
* l'abbigliamento

Back
* clothing

### Card 2
Front
* la biancheria intima

Back
* underwear

### Card 3
Front
* il calzino

Back
* sock

### Card 4
Front
* la camicetta

Back
* blouse

### Card 5
Front
* la camicia

Back
* dress shirt

### Card 6
Front
* la canottiera

Back
* tank top

### Card 7
Front
* il cappotto

Back
* overcoat

### Card 8
Front
* la felpa

Back
* sweatshirt

### Card 9
Front
* la gonna

Back
* skirt

### Card 10
Front
* il guanto

Back
* glove

### Card 11
Front
* i jeans

Back
* jeans

### Card 12
Front
* la maglietta (a maniche corte)

Back
* short sleeved T-shirt

### Card 13
Front
* la maglietta (a maniche lunghe)

Back
* long sleeved T-shirt

### Card 14
Front
* il maglione

Back
* sweater

### Card 15
Front
* i pantaloni

Back
* pants, trousers

### Card 16
Front
* lo stivale

Back
* boot

### Card 17
Front
* la taglia

Back
* clothing size

### Card 18
Front
* il tailleur

Back
* women's suit

### Card 19
Front
* la valigetta

Back
* briefcase

### Card 20
Front
* il vestito

Back
* dress; suit

### Card 21
Front
* il cotone

Back
* cotton

### Card 22
Front
* la lana

Back
* wool

### Card 23
Front
* la pelle

Back
* leather

### Card 24
Front
* la seta

Back
* silk

### Card 25
Front
* a righe

Back
* striped

### Card 26
Front
* a tinta unita

Back
* solid color

### Card 27
Front
* azzurro

Back
* sky blue

### Card 28
Front
* beige*

Back
* beige

### Card 29
Front
* chiaro

Back
* light

### Card 30
Front
* scuro

Back
* dark

### Card 31
Front
* fare spese

Back
* shopping

### Card 32
Front
* il commesso

Back
* salesperson (m)

### Card 33
Front
* la commessa

Back
* salesperson (f)

### Card 34
Front
* i saldi

Back
* sales

### Card 35
Front
* ciascuno

Back
* each (one)

### Card 36
Front
* costoso

Back
* expensive

### Card 37
Front
* largo

Back
* loose, big

### Card 38
Front
* stretto

Back
* tight-fitting

### Card 39
Front
* il cappello

Back
* hat

### Card 40
Front
* il costume da bagno

Back
* swimsuit

### Card 41
Front
* caro

Back
* costly

### Card 42
Front
* la cintura

Back
* belt

### Card 43
Front
* i pantaloncini

Back
* shorts

### Card 44
Front
* la borsa

Back
* bag; handbag

### Card 45
Front
* Porta un completo

Back
* Wearing a suit/matching outfit

### Card 46
Front
* Indossa un abito

Back
* Wearing a dress

### Card 47
Front
* le scarpe da ginnastica

Back
* sneakers

### Card 48
Front
* le scarpe

Back
* shoes

### Card 49
Front
* gli occhiali

Back
* glasses

### Card 50
Front
* gli occhiali da sole

Back
* sunglasses

### Card 51
Front
* la sciarpa

Back
* scarf

### Card 52
Front
* la giacca

Back
* jacket

### Card 53
Front
* la collana

Back
* necklace

### Card 54
Front
* un buon affare

Back
* a good deal

### Card 55
Front
* giallo

Back
* yellow

### Card 56
Front
* verde

Back
* green

### Card 57
Front
* viola*

Back
* violet

### Card 58
Front
* rosa*

Back
* pink

### Card 59
Front
* nero

Back
* black

### Card 60
Front
* bianco

Back
* white

### Card 61
Front
* grigio

Back
* gray

### Card 62
Front
* marrone

Back
* brown

### Card 63
Front
* blu*

Back
* blue

### Card 64
Front
* rosso

Back
* red

### Card 65
Front
* arancione

Back
* orange

### Card 66
Front
* il completo

Back
* suit; matching outfit

### Card 67
Front
* indossare

Back
* to wear (i)

### Card 68
Front
* portare

Back
* to wear (p)",Everyone,en,False,2018-11-02 18:13:46,2018-11-22 22:47:13
Sentieri 3B- Interrogatives/Demonstratives,chi? che cosa? dove? quando? quale? come?,https://s3.amazonaws.com/tinycards/image/7718c7973d4dfd14090c4323c31dc281,"### Card 1
Front
* che cosa?

Back
* what?

### Card 2
Front
* chi?

Back
* who/whom?

### Card 3
Front
* come?

Back
* how?

### Card 4
Front
* dove?

Back
* where?

### Card 5
Front
* perché?

Back
* why?

### Card 6
Front
* quale?

Back
* which/what?

### Card 7
Front
* quando?

Back
* when?

### Card 8
Front
* quanto?

Back
* how much?

### Card 9
Front
* quante?

Back
* how many?

### Card 10
Front
* questo

Back
* this

### Card 11
Front
* quello

Back
* that

### Card 12
Front
* che?

Back
* what?

### Card 13
Front
* cosa?

Back
* what?

### Card 14
Front
* Com’è?

Back
* How is?

### Card 15
Front
* Dov’è?

Back
* Where is?

### Card 16
Front
* che cos’è?

Back
* What is?

### Card 17
Front
* Qual è?

Back
* Which is?",Everyone,en,False,2018-10-19 16:42:38,2018-11-22 22:32:19
Sentieri 3A - Vocabulary,la famiglia,https://s3.amazonaws.com/tinycards/image/ec53e10a6b15998f7c43666fc9438ed1,"### Card 1
Front
* lo stato civile

Back
* marital status

### Card 2
Front
* celibe

Back
* single (m)

### Card 3
Front
* divorziato

Back
* divorced

### Card 4
Front
* fidanzato

Back
* engaged

### Card 5
Front
* nubile

Back
* single (f)

### Card 6
Front
* separato

Back
* separated

### Card 7
Front
* sposato

Back
* married

### Card 8
Front
* vedovo

Back
* widowed

### Card 9
Front
* la famiglia

Back
* family

### Card 10
Front
* il bambino

Back
* child; baby; m

### Card 11
Front
* la bambina

Back
* child; baby; f

### Card 12
Front
* il cognome

Back
* last name

### Card 13
Front
* la coppia

Back
* couple

### Card 14
Front
* il figliastro

Back
* stepson

### Card 15
Front
* la figliastra

Back
* stepdaughter

### Card 16
Front
* il fratellastro

Back
* stepbrother

### Card 17
Front
* il fratellino

Back
* younger brother

### Card 18
Front
* i gemelli

Back
* twins (m)

### Card 19
Front
* le gemelle

Back
* twins (f)

### Card 20
Front
* la matrigna

Back
* stepmother

### Card 21
Front
* il nipote

Back
* nephew; grandson

### Card 22
Front
* la nipote

Back
* niece; granddaughter

### Card 23
Front
* i parenti

Back
* relatives

### Card 24
Front
* il patrigno

Back
* stepfather

### Card 25
Front
* il ragazzo

Back
* boy; boyfriend

### Card 26
Front
* la ragazza

Back
* girl; girlfriend

### Card 27
Front
* la sorellastra

Back
* stepsister

### Card 28
Front
* la sorellina

Back
* younger sister

### Card 29
Front
* maggiore

Back
* elder

### Card 30
Front
* minore

Back
* younger

### Card 31
Front
* i parenti acquisiti

Back
* in-laws

### Card 32
Front
* il cognato

Back
* brother-in-law

### Card 33
Front
* la cognata

Back
* sister-in-law

### Card 34
Front
* il genero

Back
* son-in-law

### Card 35
Front
* la nuora

Back
* daughter-in-law

### Card 36
Front
* il suocero

Back
* father-in-law

### Card 37
Front
* la suocera

Back
* mother-in-law

### Card 38
Front
* gli animali domestici

Back
* pets

### Card 39
Front
* il canarino

Back
* canary

### Card 40
Front
* il cane

Back
* dog

### Card 41
Front
* il gatto

Back
* cat

### Card 42
Front
* il pesce

Back
* fish

### Card 43
Front
* il nonno

Back
* grandfather

### Card 44
Front
* la nonna

Back
* grandmother

### Card 45
Front
* il padre

Back
* father

### Card 46
Front
* la madre

Back
* mother

### Card 47
Front
* il marito

Back
* husband

### Card 48
Front
* la moglie

Back
* wife

### Card 49
Front
* lo zio

Back
* uncle

### Card 50
Front
* la zia

Back
* aunt

### Card 51
Front
* il figlio

Back
* son

### Card 52
Front
* la figlia

Back
* daughter

### Card 53
Front
* il fratello

Back
* brother

### Card 54
Front
* la sorella

Back
* sister

### Card 55
Front
* i nipoti

Back
* grandchildren

### Card 56
Front
* i genitori

Back
* parents

### Card 57
Front
* il cugino

Back
* cousin (m)

### Card 58
Front
* la cugina

Back
* cousin (f)",Everyone,en,False,2018-10-04 13:21:31,2018-11-21 21:18:55
Sentieri 2B - Vocabulary,the weather; seasons; dates,https://s3.amazonaws.com/tinycards/image/5e698a3f6ef3364d3bf8d0c5339a4d1d,"### Card 1
Front
* Che tempo fa?

Back
* What is the weather like?

### Card 2
Front
* C'è il temporale

Back
* It is stormy.

### Card 3
Front
* È bello

Back
* It is nice out.

### Card 4
Front
* Fa bel tempo

Back
* The weather is nice.

### Card 5
Front
* Fa brutto tempo

Back
* The weather is bad.

### Card 6
Front
* Il tempo è pessimo

Back
* The weather is dreadful.

### Card 7
Front
* Quanti gradi ci sono?

Back
* What is the temperature?

### Card 8
Front
* Ci sono 18 gradi.

Back
* It is 18 degrees out.

### Card 9
Front
* la foschia

Back
* mist

### Card 10
Front
* il fulmine

Back
* lightning

### Card 11
Front
* la grandine

Back
* hail

### Card 12
Front
* il lampo

Back
* flash of lightning

### Card 13
Front
* la neve

Back
* snow

### Card 14
Front
* la nuvola

Back
* cloud

### Card 15
Front
* la pioggia

Back
* rain

### Card 16
Front
* il tuono

Back
* thunder

### Card 17
Front
* l'umidità

Back
* humidity

### Card 18
Front
* coperto

Back
* overcast

### Card 19
Front
* piovoso

Back
* rainy

### Card 20
Front
* secco

Back
* dry

### Card 21
Front
* soleggiato

Back
* sunny

### Card 22
Front
* umido

Back
* humid

### Card 23
Front
* ventoso

Back
* windy

### Card 24
Front
* Quando è il tuo compleanno?

Back
* When is your birthday?

### Card 25
Front
* È il 23 marzo

Back
* It's March 23.

### Card 26
Front
* domani

Back
* tomorrow

### Card 27
Front
* l'anno

Back
* year

### Card 28
Front
* il compleanno

Back
* birthday

### Card 29
Front
* il mese

Back
* month

### Card 30
Front
* la stagione

Back
* season

### Card 31
Front
* l'inverno

Back
* winter

### Card 32
Front
* l'estate

Back
* summer

### Card 33
Front
* la primavera

Back
* spring

### Card 34
Front
* l'autunno

Back
* autumn

### Card 35
Front
* nevica

Back
* snowing

### Card 36
Front
* fa freddo

Back
* it is cold

### Card 37
Front
* fa caldo

Back
* it is hot

### Card 38
Front
* piove

Back
* raining

### Card 39
Front
* l'ombrello

Back
* umbrella

### Card 40
Front
* l'impermeabile

Back
* raincoat

### Card 41
Front
* fa fresco

Back
* it is cool

### Card 42
Front
* C'è vento

Back
* There is wind

### Card 43
Front
* È nuvoloso

Back
* It is cloudy

### Card 44
Front
* dicembre

Back
* December

### Card 45
Front
* gennaio

Back
* January

### Card 46
Front
* febbraio

Back
* February

### Card 47
Front
* marzo

Back
* March

### Card 48
Front
* aprile

Back
* April

### Card 49
Front
* maggio

Back
* May

### Card 50
Front
* giugno

Back
* June

### Card 51
Front
* luglio

Back
* July

### Card 52
Front
* agosto

Back
* August

### Card 53
Front
* settembre

Back
* September

### Card 54
Front
* ottobre

Back
* October

### Card 55
Front
* novembre

Back
* November",Everyone,en,False,2018-09-19 19:02:10,2018-11-21 21:02:54
Sentieri 2 - Irregular verb conjugations,"andare, dare, fare, stare, avere",https://s3.amazonaws.com/tinycards/image/5dd8c3f48147737030aeb03a60a51329,"### Card 1
Front
* io (andare)

Back
* vado

### Card 2
Front
* tu (andare)

Back
* vai

### Card 3
Front
* lui/lei (andare)

Back
* va

### Card 4
Front
* noi (andare)

Back
* andiamo

### Card 5
Front
* voi (andare)

Back
* andate

### Card 6
Front
* loro (andare)

Back
* vanno

### Card 7
Front
* io (dare)

Back
* do

### Card 8
Front
* tu (dare)

Back
* dai

### Card 9
Front
* lui lei (dare)

Back
* dà

### Card 10
Front
* noi (dare)

Back
* diamo

### Card 11
Front
* voi (dare)

Back
* date

### Card 12
Front
* loro (dare)

Back
* danno

### Card 13
Front
* io (fare)

Back
* faccio

### Card 14
Front
* tu (fare)

Back
* fai

### Card 15
Front
* lui/lei (fare)

Back
* fa

### Card 16
Front
* noi (fare)

Back
* facciamo

### Card 17
Front
* voi (fare)

Back
* fate

### Card 18
Front
* loro (fare)

Back
* fanno

### Card 19
Front
* io (stare)

Back
* sto

### Card 20
Front
* tu (stare)

Back
* stai

### Card 21
Front
* lui/lei (stare)

Back
* sta

### Card 22
Front
* noi (stare)

Back
* stiamo

### Card 23
Front
* voi (stare)

Back
* state

### Card 24
Front
* loro (stare)

Back
* stanno

### Card 25
Front
* io (avere)

Back
* ho

### Card 26
Front
* tu (avere)

Back
* hai

### Card 27
Front
* lui/lei (avere)

Back
* ha

### Card 28
Front
* noi (avere)

Back
* abbiamo

### Card 29
Front
* voi (avere)

Back
* avete

### Card 30
Front
* loro (avere)

Back
* hanno",Everyone,en,False,2018-09-18 20:46:07,2018-11-21 21:00:01
Sentieri 5A: Vocabulary,"food, grocery shopping",https://s3.amazonaws.com/tinycards/image/a1b2f97f784cecc8aaba5179fe44f392,"### Card 1
Front
* Quanto costa...?

Back
* How much is...?

### Card 2
Front
* cucinare

Back
* to cook

### Card 3
Front
* la gelateria

Back
* ice cream shop

### Card 4
Front
* la macelleria

Back
* butcher

### Card 5
Front
* il mercato

Back
* market

### Card 6
Front
* il negozio d'alimentari

Back
* grocery store

### Card 7
Front
* la panetteria

Back
* bakery

### Card 8
Front
* la pasticceria

Back
* pastry shop

### Card 9
Front
* la pescheria

Back
* fish/seafood shop

### Card 10
Front
* la salumeria

Back
* delicatessen

### Card 11
Front
* il supermercato

Back
* supermarket

### Card 12
Front
* il biscotto

Back
* cookie

### Card 13
Front
* il burro

Back
* butter

### Card 14
Front
* il formaggio

Back
* cheese

### Card 15
Front
* l'olio (d'oliva)

Back
* (olive) oil

### Card 16
Front
* il pane

Back
* bread

### Card 17
Front
* la pasta asciutta

Back
* dried pasta

### Card 18
Front
* il riso

Back
* rice

### Card 19
Front
* lo yogurt

Back
* yogurt

### Card 20
Front
* la carne di maiale

Back
* pork

### Card 21
Front
* la carne di manzo

Back
* beef

### Card 22
Front
* i frutti di mare

Back
* seafood

### Card 23
Front
* il gamberetto

Back
* shrimp

### Card 24
Front
* il prosciutto

Back
* ham

### Card 25
Front
* il tonno

Back
* tuna

### Card 26
Front
* la vongola

Back
* clam

### Card 27
Front
* l'ananas (m)

Back
* pineapple

### Card 28
Front
* il carciofo

Back
* artichoke

### Card 29
Front
* il fungo

Back
* mushroom

### Card 30
Front
* il lampone

Back
* raspberry

### Card 31
Front
* il melone

Back
* melon

### Card 32
Front
* l'uva

Back
* grapes

### Card 33
Front
* la pera

Back
* pear

### Card 34
Front
* l'arancia

Back
* orange

### Card 35
Front
* la fragola

Back
* strawberry

### Card 36
Front
* la pesca

Back
* peach

### Card 37
Front
* la banana

Back
* banana

### Card 38
Front
* la mela

Back
* apple

### Card 39
Front
* la patata

Back
* potato

### Card 40
Front
* la carota

Back
* carrot

### Card 41
Front
* la cipolla

Back
* onion

### Card 42
Front
* il fagolino

Back
* bean

### Card 43
Front
* il peperone rosso

Back
* red pepper

### Card 44
Front
* il peperone verde

Back
* green pepper

### Card 45
Front
* l'aglio

Back
* garlic

### Card 46
Front
* il pomodoro

Back
* tomato

### Card 47
Front
* la melanzana

Back
* eggplant

### Card 48
Front
* la lattuga

Back
* lettuce

### Card 49
Front
* l'uovo

Back
* egg

### Card 50
Front
* la marmellata

Back
* jam

### Card 51
Front
* la crostata

Back
* pie

### Card 52
Front
* la frutta

Back
* fruit

### Card 53
Front
* la zuppa

Back
* soup

### Card 54
Front
* bere

Back
* to drink",Everyone,en,False,2018-11-17 20:04:32,2018-11-20 18:14:04
Sentieri 2 - Irregular verb expressions,andare/dare/fare/stare/avere,https://s3.amazonaws.com/tinycards/image/2038053f1744168a266c3f46e48bffee,"### Card 1
Front
* dare del tu

Back
* to address informally

### Card 2
Front
* dare del Lei

Back
* to address formally

### Card 3
Front
* dare un esame

Back
* to take an exam

### Card 4
Front
* dare una mano

Back
* to lend a hand

### Card 5
Front
* fare attenzione

Back
* to pay attention

### Card 6
Front
* fare il bagno

Back
* to take a bath

### Card 7
Front
* fare la doccia

Back
* to take a shower

### Card 8
Front
* fare due passi

Back
* to take a short walk

### Card 9
Front
* fare una domanda

Back
* to ask a question

### Card 10
Front
* fare una foto

Back
* to take a picture

### Card 11
Front
* fare una gita

Back
* to take a field trip

### Card 12
Front
* fare una passeggiata

Back
* to take a walk

### Card 13
Front
* fare la spesa

Back
* to buy groceries

### Card 14
Front
* fare le spese

Back
* to shop

### Card 15
Front
* fare un viaggio

Back
* to take a trip

### Card 16
Front
* stare zitto

Back
* to be quiet

### Card 17
Front
* stare attento

Back
* to pay attention

### Card 18
Front
* avere ... anni

Back
* to be ... years old

### Card 19
Front
* avere bisogno di

Back
* to need

### Card 20
Front
* avere caldo

Back
* to feel hot

### Card 21
Front
* avere freddo

Back
* to feel cold

### Card 22
Front
* avere fretta

Back
* to be in a hurry

### Card 23
Front
* avere paura (di)

Back
* to be afraid (of)

### Card 24
Front
* avere ragione

Back
* to be right

### Card 25
Front
* avere sete

Back
* to be thirsty

### Card 26
Front
* avere sonno

Back
* to be sleepy

### Card 27
Front
* avere torto

Back
* to be wrong

### Card 28
Front
* avere voglia di

Back
* to feel like

### Card 29
Front
* andare a (infinitive)

Back
* going to do (infinitive)",Everyone,en,False,2018-09-19 04:04:23,2018-11-19 18:24:22
Sentieri Italian 2A - Vocabulary,le attività / activities,https://s3.amazonaws.com/tinycards/image/ea401be487bcca0528dd0384d5cb3f40,"### Card 1
Front
* Ti piace...?

Back
* Do you like?

### Card 2
Front
* Mi piace...

Back
* I like...

### Card 3
Front
* Non mi piace...

Back
* I don't like...

### Card 4
Front
* espressioni

Back
* expressions

### Card 5
Front
* le attività

Back
* activities

### Card 6
Front
* andare a cavallo

Back
* to go horseback riding

### Card 7
Front
* andare al cinema

Back
* to go to the movies

### Card 8
Front
* andare in bicicletta

Back
* to ride a bicycle

### Card 9
Front
* ballare

Back
* to dance

### Card 10
Front
* cantare

Back
* to sing

### Card 11
Front
* guardare la tivù

Back
* to watch TV

### Card 12
Front
* nuotare

Back
* to swim

### Card 13
Front
* pescare

Back
* to go fishing

### Card 14
Front
* suonare la batteria

Back
* to play drums

### Card 15
Front
* suonare la chitarra

Back
* to play guitar

### Card 16
Front
* suonare il piano

Back
* to play piano

### Card 17
Front
* l'atletica

Back
* track and field

### Card 18
Front
* l'automobilismo

Back
* car racing

### Card 19
Front
* il campeggio

Back
* camping

### Card 20
Front
* il ciclismo

Back
* cycling

### Card 21
Front
* la danza classica

Back
* classical dance

### Card 22
Front
* il football americano

Back
* american football

### Card 23
Front
* le freccette

Back
* darts

### Card 24
Front
* il nuoto

Back
* swimming

### Card 25
Front
* la palestra

Back
* gymnasium

### Card 26
Front
* la pallavolo

Back
* volleyball

### Card 27
Front
* lo sci

Back
* skiing

### Card 28
Front
* lo stadio

Back
* stadium

### Card 29
Front
* la giocatrice

Back
* player (f)

### Card 30
Front
* il giocatore

Back
* player (m)

### Card 31
Front
* camminare

Back
* to walk

### Card 32
Front
* il pallone

Back
* ball

### Card 33
Front
* la squadra

Back
* team

### Card 34
Front
* giocare

Back
* to play (game or sport)

### Card 35
Front
* il calcio

Back
* soccer

### Card 36
Front
* perdere

Back
* to lose

### Card 37
Front
* vincere

Back
* to win

### Card 38
Front
* le carte

Back
* cards (f)

### Card 39
Front
* la pallacanestro

Back
* basketball

### Card 40
Front
* aiutare

Back
* to help

### Card 41
Front
* gli scacchi

Back
* chess

### Card 42
Front
* la partita

Back
* game, match

### Card 43
Front
* la bicicletta

Back
* bicycle

### Card 44
Front
* il campo

Back
* field; court

### Card 45
Front
* il tennis

Back
* tennis

### Card 46
Front
* ascoltare

Back
* to listen

### Card 47
Front
* la musica

Back
* music

### Card 48
Front
* suonare

Back
* to play (an instrument)",Everyone,en,False,2018-09-12 18:00:17,2018-11-19 18:13:40
Sentieri Italian 1B - Adjectives,including a few from class lecture,https://s3.amazonaws.com/tinycards/image/1c7d45777fb3557ca40b00358c6c4eb0,"### Card 1
Front
* contento

Back
* content, happy

### Card 2
Front
* difficile

Back
* difficult

### Card 3
Front
* disonesto

Back
* dishonest

### Card 4
Front
* onesto

Back
* honest

### Card 5
Front
* generoso

Back
* generous

### Card 6
Front
* importante

Back
* important

### Card 7
Front
* indipendente

Back
* independent

### Card 8
Front
* intelligente

Back
* intelligent

### Card 9
Front
* interessante

Back
* interesting

### Card 10
Front
* lungo

Back
* long

### Card 11
Front
* nervoso

Back
* nervous

### Card 12
Front
* serio

Back
* serious

### Card 13
Front
* sincero

Back
* sincere

### Card 14
Front
* socievole

Back
* sociable

### Card 15
Front
* studioso

Back
* studious

### Card 16
Front
* timido

Back
* timid, shy

### Card 17
Front
* tranquillo

Back
* tranquil, calm

### Card 18
Front
* antipatico

Back
* unpleasant

### Card 19
Front
* bello

Back
* beautiful, handsome

### Card 20
Front
* bravo

Back
* good, skilled

### Card 21
Front
* buono

Back
* good

### Card 22
Front
* cattivo

Back
* bad, naughty

### Card 23
Front
* divertente

Back
* fun

### Card 24
Front
* facile

Back
* easy

### Card 25
Front
* felice

Back
* happy

### Card 26
Front
* noioso

Back
* boring

### Card 27
Front
* pigro

Back
* lazy

### Card 28
Front
* simpatico

Back
* nice, likable

### Card 29
Front
* triste

Back
* sad

### Card 30
Front
* americano

Back
* American

### Card 31
Front
* canadese

Back
* Canadian

### Card 32
Front
* cinese

Back
* Chinese

### Card 33
Front
* francese

Back
* French

### Card 34
Front
* giapponese

Back
* Japanese

### Card 35
Front
* greco

Back
* Greek

### Card 36
Front
* inglese

Back
* English

### Card 37
Front
* italiano

Back
* Italian

### Card 38
Front
* marocchino

Back
* Moroccan

### Card 39
Front
* messicano

Back
* Mexican

### Card 40
Front
* spagnolo

Back
* Spanish

### Card 41
Front
* svedese

Back
* Swedish

### Card 42
Front
* svizzero

Back
* Swiss

### Card 43
Front
* tedesco

Back
* German

### Card 44
Front
* elegante

Back
* elegant

### Card 45
Front
* magro

Back
* thin

### Card 46
Front
* grasso

Back
* fat

### Card 47
Front
* alto

Back
* high

### Card 48
Front
* basso

Back
* low

### Card 49
Front
* giovane

Back
* young

### Card 50
Front
* vecchio

Back
* old

### Card 51
Front
* buffo

Back
* funny

### Card 52
Front
* sportivo

Back
* athletic

### Card 53
Front
* biondo

Back
* blonde

### Card 54
Front
* avaro

Back
* mean; cheap

### Card 55
Front
* grande

Back
* great; large

### Card 56
Front
* piccolo

Back
* little; small

### Card 57
Front
* ricco

Back
* rich

### Card 58
Front
* povero

Back
* poor

### Card 59
Front
* allegro

Back
* cheerful

### Card 60
Front
* calmo

Back
* calm

### Card 61
Front
* nervoso

Back
* nervous

### Card 62
Front
* russo

Back
* Russian

### Card 63
Front
* australiano

Back
* Australian

### Card 64
Front
* irlandese

Back
* Irish",Everyone,en,False,2018-09-04 01:41:55,2018-11-18 05:02:52
Sentieri Italian 1B - Vocabulary,academics,https://s3.amazonaws.com/tinycards/image/efbf8fa0c1c7277151d37616bb7cd643,"### Card 1
Front
* l'agenda

Back
* planner

### Card 2
Front
* gli appunti

Back
* notes

### Card 3
Front
* il banco

Back
* desk

### Card 4
Front
* la cartina

Back
* map

### Card 5
Front
* il cestino

Back
* wastebasket

### Card 6
Front
* la classe

Back
* class

### Card 7
Front
* i compiti

Back
* homework

### Card 8
Front
* la finestra

Back
* window

### Card 9
Front
* il foglio di carta

Back
* sheet of paper

### Card 10
Front
* la gomma

Back
* eraser

### Card 11
Front
* la lavagna

Back
* blackboard

### Card 12
Front
* l'orologio

Back
* clock

### Card 13
Front
* la penna

Back
* pen

### Card 14
Front
* la porta

Back
* door

### Card 15
Front
* la sedia

Back
* chair

### Card 16
Front
* il testo

Back
* textbook

### Card 17
Front
* il voto

Back
* grade

### Card 18
Front
* l'aula

Back
* classroom

### Card 19
Front
* la facoltà

Back
* department

### Card 20
Front
* il liceo

Back
* high school

### Card 21
Front
* la mensa

Back
* cafeteria

### Card 22
Front
* l'università

Back
* university

### Card 23
Front
* l'alunno

Back
* K-12 student

### Card 24
Front
* l'alunna

Back
* K-12 student

### Card 25
Front
* il compagno di classe

Back
* classmate (m)

### Card 26
Front
* la compagna di classe

Back
* classmate (f)

### Card 27
Front
* la gente

Back
* people

### Card 28
Front
* l'insegnante

Back
* instructor

### Card 29
Front
* il professore

Back
* professor (m)

### Card 30
Front
* la professoressa

Back
* professor (f)

### Card 31
Front
* signorina

Back
* Miss...

### Card 32
Front
* l'arte

Back
* art
* feminine

### Card 33
Front
* l'economia

Back
* economics

### Card 34
Front
* la giurisprudenza

Back
* law

### Card 35
Front
* l'informatica

Back
* computer science

### Card 36
Front
* le lettere

Back
* arts; humanities

### Card 37
Front
* le lingue

Back
* languages

### Card 38
Front
* la medicina

Back
* medicine

### Card 39
Front
* le scienze

Back
* science

### Card 40
Front
* la storia

Back
* history

### Card 41
Front
* gli studi

Back
* studies",Everyone,en,False,2018-08-31 03:32:34,2018-11-18 04:52:20
Sentieri Italian 1A - Vocabulary,,https://s3.amazonaws.com/tinycards/image/77e2f8e70d9f9fecc370af6584d3de2c,"### Card 1
Front
* l'amico

Back
* friend (m)

### Card 2
Front
* l'attore

Back
* actor

### Card 3
Front
* lo studente

Back
* student (m)

### Card 4
Front
* l'amica

Back
* friend (f)

### Card 5
Front
* l'attrice

Back
* actress

### Card 6
Front
* la studentessa

Back
* student (f)

### Card 7
Front
* il libro

Back
* book

### Card 8
Front
* il tavolo

Back
* table

### Card 9
Front
* l'ufficio

Back
* office

### Card 10
Front
* la casa

Back
* house

### Card 11
Front
* la domanda

Back
* question

### Card 12
Front
* l'idea

Back
* idea

### Card 13
Front
* l'esame

Back
* exam (m)

### Card 14
Front
* il ristorante

Back
* restaurant

### Card 15
Front
* l'automobile

Back
* car (f)

### Card 16
Front
* la notte

Back
* night

### Card 17
Front
* l'autobus

Back
* bus

### Card 18
Front
* il computer

Back
* computer

### Card 19
Front
* il dottore

Back
* doctor

### Card 20
Front
* la lezione

Back
* lesson

### Card 21
Front
* la stazione

Back
* station

### Card 22
Front
* la televisione

Back
* television

### Card 23
Front
* l'albergo

Back
* hotel

### Card 24
Front
* la foto

Back
* photo

### Card 25
Front
* il caffè

Back
* coffee

### Card 26
Front
* l'autore

Back
* author

### Card 27
Front
* lo sport

Back
* sport

### Card 28
Front
* la città

Back
* city

### Card 29
Front
* la persona

Back
* person

### Card 30
Front
* lo zaino

Back
* backpack

### Card 31
Front
* il dizionario

Back
* dictionary

### Card 32
Front
* la biblioteca

Back
* library

### Card 33
Front
* la polizia

Back
* police

### Card 34
Front
* la matita

Back
* pencil

### Card 35
Front
* il quaderno

Back
* notebook

### Card 36
Front
* l'anno

Back
* year

### Card 37
Front
* c'è

Back
* there is

### Card 38
Front
* ci sono

Back
* there are

### Card 39
Front
* Chi è?

Back
* Who is it?

### Card 40
Front
* Che cos'è?

Back
* What is it?

### Card 41
Front
* ecco

Back
* here

### Card 42
Front
* molti

Back
* many

### Card 43
Front
* molte

Back
* many

### Card 44
Front
* Quanti

Back
* How many?

### Card 45
Front
* Quante

Back
* How many?",Everyone,en,False,2018-08-24 18:09:15,2018-11-18 04:42:54
