name,description,coverImage,cards,privacy,language,deleted,createdAt,updatedAt
Sentieri 9B: Vocabulary,finanzia e le commissioni,https://s3.amazonaws.com/tinycards/image/e0aff8544781ee614c7d688202a56d35,"### Card 1
Front
* chiedere un prestito

Back
* to ask for a loan

### Card 2
Front
* depositare il denaro

Back
* to deposit money

### Card 3
Front
* fare delle commissioni

Back
* to run errands

### Card 4
Front
* firmare

Back
* to sign

### Card 5
Front
* inviare

Back
* to send

### Card 6
Front
* pagare con assegno

Back
* to pay by check

### Card 7
Front
* pagare con carta di credito

Back
* to pay with a credit card

### Card 8
Front
* pagare con carta di debito

Back
* to pay with a debit card

### Card 9
Front
* pagare in contanti

Back
* to pay in cash

### Card 10
Front
* ricevere

Back
* to receive

### Card 11
Front
* riempire un modulo

Back
* to fill out a form

### Card 12
Front
* ritirare dei soldi

Back
* to withdraw money

### Card 13
Front
* la posta

Back
* mail

### Card 14
Front
* la busta

Back
* envelope

### Card 15
Front
* la cartolina

Back
* postcard

### Card 16
Front
* il francobollo

Back
* stamp

### Card 17
Front
* l'indirizzo

Back
* address

### Card 18
Front
* in banca

Back
* at the bank

### Card 19
Front
* il conto bancario

Back
* bank account

### Card 20
Front
* il conto corrente

Back
* checking account

### Card 21
Front
* il conto risparmio

Back
* savings account

### Card 22
Front
* la moneta

Back
* coin; change

### Card 23
Front
* i luoghi

Back
* places

### Card 24
Front
* il comune

Back
* town hall

### Card 25
Front
* il fiorista

Back
* flower shop; florist

### Card 26
Front
* il fotografo

Back
* photo shop; photographer

### Card 27
Front
* la lavanderia

Back
* laundromat

### Card 28
Front
* la profumeria

Back
* perfume/cosmetics shop

### Card 29
Front
* la questura

Back
* police headquarters

### Card 30
Front
* l'ufficio informazioni

Back
* tourist information office

### Card 31
Front
* la videoteca

Back
* video store

### Card 32
Front
* la cartoleria

Back
* stationery shop

### Card 33
Front
* l'internet cafè

Back
* internet cafe

### Card 34
Front
* la gioielleria

Back
* jewelry store

### Card 35
Front
* l'ufficio postale

Back
* post office

### Card 36
Front
* la cassetta delle lettere

Back
* mail box

### Card 37
Front
* il pacco

Back
* package

### Card 38
Front
* imbucare una lettera

Back
* to mail a letter

### Card 39
Front
* l'edicola

Back
* newsstand

### Card 40
Front
* la rivista

Back
* magazine

### Card 41
Front
* il postino

Back
* mail carrier
* male

### Card 42
Front
* la postina

Back
* mail carrier
* female

### Card 43
Front
* la posta

Back
* mail

### Card 44
Front
* il salone di bellezza

Back
* beauty salon

### Card 45
Front
* la banca

Back
* bank

### Card 46
Front
* la banconota

Back
* bill (banknote)

### Card 47
Front
* lo sportello automatico

Back
* ATM machine",Everyone,en,False,2019-04-10 00:11:14,2019-04-10 16:01:56
Sentieri 9A: Vocabulary,la vita in città,https://s3.amazonaws.com/tinycards/image/81b575d8cfcc2747944bc383f67e88cf,"### Card 1
Front
* attraversare

Back
* to cross (the street)

### Card 2
Front
* costruire

Back
* to build
* (-isc)

### Card 3
Front
* dare un passaggio

Back
* to give (someone) a ride

### Card 4
Front
* le indicazioni

Back
* directions

### Card 5
Front
* l'angolo

Back
* corner

### Card 6
Front
* l'isolato

Back
* block

### Card 7
Front
* il marciapiede

Back
* sidewalk

### Card 8
Front
* la rotonda

Back
* traffic circle, rotary

### Card 9
Front
* la strada

Back
* street (#1)

### Card 10
Front
* le strisce (pedonali)

Back
* crosswalk

### Card 11
Front
* il centro commerciale

Back
* mall; shopping center

### Card 12
Front
* la chiesa

Back
* church

### Card 13
Front
* il chiosco

Back
* newsstand; kiosk

### Card 14
Front
* il grande magazzino

Back
* department store

### Card 15
Front
* il locale notturno

Back
* nightclub

### Card 16
Front
* il negozio

Back
* store

### Card 17
Front
* il paese

Back
* town

### Card 18
Front
* la piscina

Back
* pool

### Card 19
Front
* le gente

Back
* people

### Card 20
Front
* il pedone

Back
* pedestrian

### Card 21
Front
* il poliziotto

Back
* police officer (m)

### Card 22
Front
* la poliziotta

Back
* police officer (f)

### Card 23
Front
* il pompiere

Back
* fire fighter (m)

### Card 24
Front
* la pompiera

Back
* fire fighter (f)

### Card 25
Front
* il sindaco

Back
* mayor

### Card 26
Front
* lo spazzino

Back
* street sweeper/garbage collector (m)

### Card 27
Front
* la spazzina

Back
* street sweeper/garbage collector (f)

### Card 28
Front
* girare

Back
* to turn

### Card 29
Front
* proseguire

Back
* to continue

### Card 30
Front
* di fronte a

Back
* across from

### Card 31
Front
* diritto

Back
* straight

### Card 32
Front
* fino a

Back
* until

### Card 33
Front
* lontano da

Back
* far from

### Card 34
Front
* qui vicino

Back
* nearby

### Card 35
Front
* verso

Back
* toward

### Card 36
Front
* vicino a

Back
* close to

### Card 37
Front
* salire le scale

Back
* to climb stairs

### Card 38
Front
* scendere le scale

Back
* to descend stairs

### Card 39
Front
* il ponte

Back
* bridge

### Card 40
Front
* la statua

Back
* statue

### Card 41
Front
* la fontana

Back
* fountain

### Card 42
Front
* perdersi

Back
* to get lost

### Card 43
Front
* orientarsi

Back
* to get one's bearings

### Card 44
Front
* il semaforo

Back
* traffic light

### Card 45
Front
* l'incrocio

Back
* intersection

### Card 46
Front
* la via

Back
* street (#2)

### Card 47
Front
* la cabina telefonica

Back
* phone booth

### Card 48
Front
* la panchina

Back
* bench

### Card 49
Front
* nord

Back
* north

### Card 50
Front
* sud

Back
* south

### Card 51
Front
* est

Back
* east

### Card 52
Front
* ovest

Back
* west

### Card 53
Front
* Dove si trova?

Back
* Where is...?",Everyone,en,False,2019-03-23 20:17:29,2019-04-05 21:16:43
Sentieri 8A: Irregular superlatives,absolute superlatives for common adjectives and adverbs,https://s3.amazonaws.com/tinycards/image/d19e87921239941d34057d064d368940,"### Card 1
Front
* buono

Back
* ottimo

### Card 2
Front
* buona

Back
* ottima

### Card 3
Front
* cattivo

Back
* pessimo

### Card 4
Front
* cattiva

Back
* pessima

### Card 5
Front
* grande

Back
* massimo

### Card 6
Front
* piccolo

Back
* minimo

### Card 7
Front
* bene

Back
* meglio di tutti

### Card 8
Front
* male

Back
* peggio di tutti",Everyone,en,False,2019-03-09 06:22:18,2019-03-20 22:17:08
Sentieri 8A: Vocabulary,means of transport,https://s3.amazonaws.com/tinycards/image/ffb007e241d3caa97223ef6c0ccd6541,"### Card 1
Front
* allacciare

Back
* to buckle (seatbelt)

### Card 2
Front
* avere un incidente

Back
* to have/be in an accident

### Card 3
Front
* colpire (-isc-)

Back
* to hit

### Card 4
Front
* essere in panne

Back
* to break down

### Card 5
Front
* frenare

Back
* to brake

### Card 6
Front
* noleggiare

Back
* to rent (car)

### Card 7
Front
* parcheggiare

Back
* to park

### Card 8
Front
* riparare

Back
* to repair

### Card 9
Front
* i mezzi di trasporto

Back
* means of transportation

### Card 10
Front
* la barca

Back
* boat

### Card 11
Front
* il camion

Back
* truck

### Card 12
Front
* la metro(politana)

Back
* subway

### Card 13
Front
* il motorino

Back
* scooter

### Card 14
Front
* la nave

Back
* ship

### Card 15
Front
* il pullman

Back
* bus

### Card 16
Front
* il tassì

Back
* taxi

### Card 17
Front
* il traghetto

Back
* ferry

### Card 18
Front
* il treno

Back
* train

### Card 19
Front
* l'autista

Back
* driver

### Card 20
Front
* l'autostrada

Back
* highway

### Card 21
Front
* i freni

Back
* brakes

### Card 22
Front
* la frizione

Back
* clutch

### Card 23
Front
* il limite di velocità

Back
* speed limit

### Card 24
Front
* la multa

Back
* fine; traffic ticket

### Card 25
Front
* la patente

Back
* driver's license

### Card 26
Front
* il trasporto pubblico

Back
* public transportation

### Card 27
Front
* il binario

Back
* track; platform

### Card 28
Front
* la biglietteria

Back
* ticket office/window

### Card 29
Front
* il biglietto

Back
* ticket

### Card 30
Front
* il controllore

Back
* ticket collector

### Card 31
Front
* la fermata

Back
* bus/train stop

### Card 32
Front
* l'orario

Back
* timetable

### Card 33
Front
* convalidare

Back
* to validate (ticket)

### Card 34
Front
* prima classe

Back
* first class

### Card 35
Front
* seconda classe

Back
* second class

### Card 36
Front
* la stazione di servizio

Back
* gas station

### Card 37
Front
* fare benzina

Back
* to get gas

### Card 38
Front
* la macchina

Back
* car

### Card 39
Front
* il baule

Back
* trunk

### Card 40
Front
* il cofano

Back
* hood

### Card 41
Front
* il volante

Back
* steering wheel

### Card 42
Front
* la cintura di sicurezza

Back
* seatbelt

### Card 43
Front
* la portiera

Back
* car door

### Card 44
Front
* bucare una gomma

Back
* to get a flat tire

### Card 45
Front
* bucare

Back
* to puncture

### Card 46
Front
* il meccanico

Back
* mechanic (m)

### Card 47
Front
* la meccanica

Back
* mechanic (f)

### Card 48
Front
* il traffico

Back
* traffic

### Card 49
Front
* il vigile urbano

Back
* traffic officer (m)

### Card 50
Front
* la vigilessa urbana

Back
* traffic officer (f)

### Card 51
Front
* i tergicristalli

Back
* windshield wipers

### Card 52
Front
* il vetro

Back
* windshield

### Card 53
Front
* i fari

Back
* headlights",Everyone,en,False,2019-03-03 17:58:59,2019-03-20 22:10:24
Sentieri 7/8 - irregular verb stems,for futuro semplice and conditional tenses,https://s3.amazonaws.com/tinycards/image/1023c32083dbb4155ad711e16f42ffba,"### Card 1
Front
* fare

Back
* far-

### Card 2
Front
* dare

Back
* dar-

### Card 3
Front
* stare

Back
* star-

### Card 4
Front
* essere

Back
* sar-

### Card 5
Front
* dovere

Back
* dovr-

### Card 6
Front
* potere

Back
* potr-

### Card 7
Front
* andare

Back
* andr-

### Card 8
Front
* avere

Back
* avr-

### Card 9
Front
* vivere

Back
* vivr-

### Card 10
Front
* vedere

Back
* vedr-

### Card 11
Front
* venire

Back
* verr-

### Card 12
Front
* volere

Back
* vorr-

### Card 13
Front
* bere

Back
* berr-

### Card 14
Front
* cadere

Back
* cadr-

### Card 15
Front
* sapere

Back
* sapr-

### Card 16
Front
* rimanere

Back
* rimarr-

### Card 17
Front
* tenere

Back
* terr-",Everyone,en,False,2019-03-20 22:00:16,2019-03-20 22:05:29
Found Italian Adjectives,and some other words,,"### Card 1
Front
* raggiungibile

Back
* reachable

### Card 2
Front
* dare un'occhiata

Back
* take a look

### Card 3
Front
* oro

Back
* gold

### Card 4
Front
* argento

Back
* silver

### Card 5
Front
* a quadri

Back
* plaid

### Card 6
Front
* luogo

Back
* place

### Card 7
Front
* ringraziamento

Back
* to give thanks

### Card 8
Front
* malato

Back
* sick

### Card 9
Front
* rotto

Back
* broken

### Card 10
Front
* casuale

Back
* random, chance

### Card 11
Front
* doloroso

Back
* painful

### Card 12
Front
* sbagliato

Back
* incorrect

### Card 13
Front
* correto

Back
* correct

### Card 14
Front
* lontano

Back
* far

### Card 15
Front
* vicino

Back
* near, neighbor",Everyone,en,False,2019-03-15 15:40:19,2019-03-15 15:40:19
Sentieri 8A: Irregular Comparatives,for common adjectives and adverbs,https://s3.amazonaws.com/tinycards/image/62a1bbf8a1b1ead0f9dff44c93445005,"### Card 1
Front
* buono/buona

Back
* migliore

### Card 2
Front
* cattivo/cattiva

Back
* peggiore

### Card 3
Front
* grande

Back
* maggiore

### Card 4
Front
* piccolo

Back
* minore

### Card 5
Front
* bene

Back
* meglio

### Card 6
Front
* male

Back
* peggio",Everyone,en,False,2019-03-09 06:18:37,2019-03-20 22:15:33
Sentieri 8B: Vocabulary,Travel,https://s3.amazonaws.com/tinycards/image/8e34600ac65d9f68abe210e4f211c35b,"### Card 1
Front
* l'aeroporto

Back
* airport

### Card 2
Front
* gli arrivi

Back
* arrivals

### Card 3
Front
* la classe turistica

Back
* tourist class

### Card 4
Front
* la classe economica

Back
* economy class

### Card 5
Front
* il controllo passaporti

Back
* passport control

### Card 6
Front
* il documento

Back
* ID; document

### Card 7
Front
* la dogana

Back
* customs

### Card 8
Front
* il passeggero

Back
* passenger

### Card 9
Front
* le partenze

Back
* departures

### Card 10
Front
* il ritardo

Back
* delay

### Card 11
Front
* il visto

Back
* visa

### Card 12
Front
* il volo

Back
* flight

### Card 13
Front
* andata e ritorno

Back
* round-trip

### Card 14
Front
* puntuale

Back
* on-time

### Card 15
Front
* all'estero

Back
* abroad

### Card 16
Front
* la vacanza

Back
* vacation

### Card 17
Front
* la crociera

Back
* cruise

### Card 18
Front
* il giorno festivo

Back
* public holiday

### Card 19
Front
* la settimana bianca

Back
* ski vacation

### Card 20
Front
* il villaggio turistico

Back
* resort

### Card 21
Front
* fare il ponte

Back
* to take a long weekend

### Card 22
Front
* fare la valigia

Back
* to pack a suitcase

### Card 23
Front
* gli alloggi

Back
* lodgings

### Card 24
Front
* l'albergo (a cinque stelle)

Back
* (five-star) hotel

### Card 25
Front
* l'ascensore

Back
* elevator

### Card 26
Front
* la chiave

Back
* key

### Card 27
Front
* il cliente

Back
* customer, client (m)

### Card 28
Front
* la cliente

Back
* customer, client (f)

### Card 29
Front
* l'ostello della gioventù

Back
* youth hostel

### Card 30
Front
* la pensione

Back
* boarding house

### Card 31
Front
* il posto disponibile

Back
* vacancy

### Card 32
Front
* il servizio in camera

Back
* room service

### Card 33
Front
* annullare

Back
* to cancel

### Card 34
Front
* prenotare

Back
* to make a reservation

### Card 35
Front
* al completo

Back
* full; no vacancies

### Card 36
Front
* l'uscita

Back
* exit

### Card 37
Front
* leggere la mappa

Back
* to read a map

### Card 38
Front
* abbronzarsi

Back
* to tan

### Card 39
Front
* il mare

Back
* sea

### Card 40
Front
* la spiaggia

Back
* beach

### Card 41
Front
* il viaggiatore

Back
* traveller

### Card 42
Front
* la carta d'imbarco

Back
* boarding pass

### Card 43
Front
* l'agente di viaggio

Back
* travel agent

### Card 44
Front
* il bagaglio a mano

Back
* carry-on baggage

### Card 45
Front
* l'aereo

Back
* airplane

### Card 46
Front
* atterrare

Back
* to land

### Card 47
Front
* decollare

Back
* to take off

### Card 48
Front
* partire in vacanza

Back
* to go on vacation

### Card 49
Front
* fare la fila

Back
* to wait in line

### Card 50
Front
* il giornale

Back
* newspaper",Everyone,en,False,2019-03-09 06:07:29,2019-03-20 22:12:46
Sentieri 7A: Futuro Irregolare,Irregular verbs in the futuro semplice,https://s3.amazonaws.com/tinycards/image/59751d78caa5b22a0b4ca9c9862041a2,"### Card 1
Front
* io (avere)

Back
* avrò

### Card 2
Front
* tu (avere)

Back
* avrai

### Card 3
Front
* lui/lei (avere)

Back
* avrà

### Card 4
Front
* noi (avere)

Back
* avremo

### Card 5
Front
* voi (avere)

Back
* avrete

### Card 6
Front
* loro (avere)

Back
* avranno

### Card 7
Front
* io (essere)

Back
* sarò

### Card 8
Front
* tu (essere)

Back
* sarai

### Card 9
Front
* lui/lei (essere)

Back
* sarà

### Card 10
Front
* noi (essere)

Back
* saremo

### Card 11
Front
* voi (essere)

Back
* sarete

### Card 12
Front
* loro (essere)

Back
* saranno

### Card 13
Front
* io (andare)

Back
* andrò

### Card 14
Front
* tu (andare)

Back
* andrai

### Card 15
Front
* lui/lei (andare)

Back
* andrà

### Card 16
Front
* noi (andare)

Back
* andremo

### Card 17
Front
* voi (andare)

Back
* andrete

### Card 18
Front
* loro (andare)

Back
* andranno

### Card 19
Front
* io (dare)

Back
* darò

### Card 20
Front
* tu (dare)

Back
* darai

### Card 21
Front
* lui/lei (dare)

Back
* darà

### Card 22
Front
* noi (dare)

Back
* daremo

### Card 23
Front
* voi (dare)

Back
* darete

### Card 24
Front
* loro (dare)

Back
* daranno

### Card 25
Front
* io (fare)

Back
* farò

### Card 26
Front
* tu (fare)

Back
* farai

### Card 27
Front
* lui/lei (fare)

Back
* farà

### Card 28
Front
* noi (fare)

Back
* faremo

### Card 29
Front
* voi (fare)

Back
* farete

### Card 30
Front
* loro (fare)

Back
* faranno

### Card 31
Front
* io (stare)

Back
* starò

### Card 32
Front
* tu (stare)

Back
* starai

### Card 33
Front
* lui/lei (stare)

Back
* starà

### Card 34
Front
* noi (stare)

Back
* staremo

### Card 35
Front
* voi (stare)

Back
* starete

### Card 36
Front
* loro (stare)

Back
* staranno

### Card 37
Front
* io (bere)

Back
* berrò

### Card 38
Front
* tu (bere)

Back
* berrai

### Card 39
Front
* lui/lei (bere)

Back
* berrà

### Card 40
Front
* noi (bere)

Back
* berremo

### Card 41
Front
* voi (bere)

Back
* berrete

### Card 42
Front
* loro (bere)

Back
* berranno

### Card 43
Front
* io (cadere)

Back
* cadrò

### Card 44
Front
* tu (cadere)

Back
* cadrai

### Card 45
Front
* lui/lei (cadere)

Back
* cadrà

### Card 46
Front
* noi (cadere)

Back
* cadremo

### Card 47
Front
* voi (cadere)

Back
* cadrete

### Card 48
Front
* loro (cadere)

Back
* cadranno

### Card 49
Front
* io (dovere)

Back
* dovrò

### Card 50
Front
* tu (dovere)

Back
* dovrai

### Card 51
Front
* lui/lei (dovere)

Back
* dovrà

### Card 52
Front
* noi (dovere)

Back
* dovremo

### Card 53
Front
* voi (dovere)

Back
* dovrete

### Card 54
Front
* loro (dovere)

Back
* dovranno

### Card 55
Front
* io (potere)

Back
* potrò

### Card 56
Front
* tu (potere)

Back
* potrai

### Card 57
Front
* lui/lei (potere)

Back
* potrà

### Card 58
Front
* noi (potere)

Back
* potremo

### Card 59
Front
* voi (potere)

Back
* potrete

### Card 60
Front
* loro (potere)

Back
* potranno

### Card 61
Front
* io (rimanere)

Back
* rimarrò

### Card 62
Front
* tu (rimanere)

Back
* rimarrai

### Card 63
Front
* lui/lei (rimanere)

Back
* rimarrà

### Card 64
Front
* noi (rimanere)

Back
* rimarremo

### Card 65
Front
* voi (rimanere)

Back
* rimarrete

### Card 66
Front
* loro (rimanere)

Back
* rimarranno

### Card 67
Front
* io (sapere)

Back
* saprò

### Card 68
Front
* tu (sapere)

Back
* saprai

### Card 69
Front
* lui/lei (sapere)

Back
* saprà

### Card 70
Front
* noi (sapere)

Back
* sapremo

### Card 71
Front
* voi (sapere)

Back
* saprete

### Card 72
Front
* loro (sapere)

Back
* sapranno

### Card 73
Front
* io (tenere)

Back
* terrò

### Card 74
Front
* tu (tenere)

Back
* terrai

### Card 75
Front
* lui/lei (tenere)

Back
* terrà

### Card 76
Front
* noi (tenere)

Back
* terremo

### Card 77
Front
* voi (tenere)

Back
* terrete

### Card 78
Front
* loro (tenere)

Back
* terranno

### Card 79
Front
* io (vedere)

Back
* vedrò

### Card 80
Front
* tu (vedere)

Back
* vedrai

### Card 81
Front
* lui/lei (vedere)

Back
* vedrà

### Card 82
Front
* noi (vedere)

Back
* vedremo

### Card 83
Front
* voi (vedere)

Back
* vedrete

### Card 84
Front
* loro (vedere)

Back
* vedranno

### Card 85
Front
* io (vivere)

Back
* vivrò

### Card 86
Front
* tu (vivere)

Back
* vivrai

### Card 87
Front
* lui/lei (vivere)

Back
* vivrà

### Card 88
Front
* noi (vivere)

Back
* vivremo

### Card 89
Front
* voi (vivere)

Back
* vivrete

### Card 90
Front
* loro (vivere)

Back
* vivranno

### Card 91
Front
* io (volere)

Back
* vorrò

### Card 92
Front
* tu (volere)

Back
* vorrai

### Card 93
Front
* lui/lei (volere)

Back
* vorrà

### Card 94
Front
* noi (volere)

Back
* vorremo

### Card 95
Front
* voi (volere)

Back
* vorrete

### Card 96
Front
* loro (volere)

Back
* vorranno

### Card 97
Front
* io (venire)

Back
* verrò

### Card 98
Front
* tu (venire)

Back
* verrai

### Card 99
Front
* lui/lei (venire)

Back
* verrà

### Card 100
Front
* noi (venire)

Back
* verremo

### Card 101
Front
* voi (venire)

Back
* verrete

### Card 102
Front
* loro (venire)

Back
* verranno",Everyone,en,False,2019-02-13 20:08:48,2019-02-24 21:18:17
Sentieri 4B: Participio Passato Irregolare,Irregular past participles for Passato Prossimo with avere,https://s3.amazonaws.com/tinycards/image/758966c34cf310c85e09bd6334dadece,"### Card 1
Front
* accendere

Back
* acceso

### Card 2
Front
* aprire

Back
* aperto

### Card 3
Front
* chiedere

Back
* chiesto

### Card 4
Front
* chiudere

Back
* chiuso

### Card 5
Front
* comporre

Back
* composto

### Card 6
Front
* correre

Back
* corso

### Card 7
Front
* decidere

Back
* deciso

### Card 8
Front
* dire

Back
* detto

### Card 9
Front
* fare

Back
* fatto

### Card 10
Front
* leggere

Back
* letto

### Card 11
Front
* mettere

Back
* messo

### Card 12
Front
* offrire

Back
* offerto

### Card 13
Front
* perdere

Back
* perso/perduto

### Card 14
Front
* prendere

Back
* preso

### Card 15
Front
* rispondere

Back
* risposto

### Card 16
Front
* scrivere

Back
* scritto

### Card 17
Front
* spegnere

Back
* spento

### Card 18
Front
* spendere

Back
* speso

### Card 19
Front
* vedere

Back
* visto/veduto

### Card 20
Front
* vincere

Back
* vinto

### Card 21
Front
* conoscere

Back
* conosciuto

### Card 22
Front
* bere

Back
* bevuto

### Card 23
Front
* discutere

Back
* discusso

### Card 24
Front
* soffrire

Back
* sofferto

### Card 25
Front
* iscrivere

Back
* iscritto",Everyone,en,False,2018-11-07 00:20:06,2019-03-16 18:50:47
Sentieri 7A: Vocabulary,A casa,https://s3.amazonaws.com/tinycards/image/2bfa377cb3f1d6d6ebed91a139cdcb22,"### Card 1
Front
* affittare

Back
* to rent (owner)

### Card 2
Front
* prendere in affitto

Back
* to rent (tenant)

### Card 3
Front
* subaffittare

Back
* to sublet

### Card 4
Front
* trasferirsi

Back
* to move (-si)

### Card 5
Front
* traslocare

Back
* to move

### Card 6
Front
* l'armadio

Back
* closet; wardrobe

### Card 7
Front
* la cucina

Back
* kitchen

### Card 8
Front
* la dispensa

Back
* pantry

### Card 9
Front
* la mansarda

Back
* attic

### Card 10
Front
* la sala da pranzo

Back
* dining room

### Card 11
Front
* la stanza

Back
* room

### Card 12
Front
* lo studio

Back
* office; study

### Card 13
Front
* i mobili

Back
* furniture

### Card 14
Front
* il cassetto

Back
* drawer

### Card 15
Front
* il comodino

Back
* night table

### Card 16
Front
* la credenza

Back
* cupboard

### Card 17
Front
* il piano cottura

Back
* stove top

### Card 18
Front
* il quadro

Back
* painting

### Card 19
Front
* la scrivania

Back
* desk

### Card 20
Front
* l'appartamento

Back
* apartment

### Card 21
Front
* il bilocale

Back
* two-room apartment

### Card 22
Front
* la camera doppia

Back
* double room

### Card 23
Front
* la camera singola

Back
* single room

### Card 24
Front
* il palazzo

Back
* apartment building; palace

### Card 25
Front
* il monolocale

Back
* studio apartment

### Card 26
Front
* la villa

Back
* single-family home; villa

### Card 27
Front
* posizione

Back
* location

### Card 28
Front
* a destra

Back
* to the right

### Card 29
Front
* a sinistra

Back
* to the left

### Card 30
Front
* accanto (a)

Back
* next to

### Card 31
Front
* davanti (a)

Back
* in front of

### Card 32
Front
* dentro

Back
* inside

### Card 33
Front
* dietro (a)

Back
* behind

### Card 34
Front
* fuori

Back
* outside

### Card 35
Front
* sopra

Back
* above, over

### Card 36
Front
* sotto

Back
* below, under

### Card 37
Front
* il divano

Back
* couch

### Card 38
Front
* la tenda

Back
* curtain

### Card 39
Front
* il bagno

Back
* bathroom

### Card 40
Front
* il gabinetto

Back
* toilet

### Card 41
Front
* il corridoio

Back
* hallway

### Card 42
Front
* la vasca da bagno

Back
* bathtub

### Card 43
Front
* il poster

Back
* poster

### Card 44
Front
* la parete

Back
* wall

### Card 45
Front
* lo scaffale

Back
* bookshelf

### Card 46
Front
* la lampada

Back
* lamp

### Card 47
Front
* la cassettiera

Back
* dresser

### Card 48
Front
* il tappeto

Back
* carpet

### Card 49
Front
* la poltrona

Back
* armchair

### Card 50
Front
* il vaso

Back
* vase

### Card 51
Front
* il fiore

Back
* flower

### Card 52
Front
* il soggiorno

Back
* living room

### Card 53
Front
* il seminterrato

Back
* basement; garden-level apartment

### Card 54
Front
* il garage

Back
* garage

### Card 55
Front
* la camera da letto

Back
* bedroom

### Card 56
Front
* il pianterreno

Back
* ground floor

### Card 57
Front
* il primo piano

Back
* second floor

### Card 58
Front
* il balcone

Back
* balcony",Everyone,en,False,2019-02-10 01:59:00,2019-02-15 00:54:08
Sentieri 7B: Vocabulary,Housework,https://s3.amazonaws.com/tinycards/image/c82cb0e5d52e2a741dbc46e24eb88f8b,"### Card 1
Front
* apparecchiare la tavola

Back
* to set the table

### Card 2
Front
* fare i mestieri

Back
* To do the household chores (1)

### Card 3
Front
* Fare la faccende

Back
* To do the household chores (2)

### Card 4
Front
* Fare il bucato

Back
* To do laundry

### Card 5
Front
* mettere in ordine

Back
* To tidy up

### Card 6
Front
* passare l'aspirapolvere

Back
* To vacuum

### Card 7
Front
* sparecchiare la tavola

Back
* to clear the table

### Card 8
Front
* spolverare

Back
* to dust

### Card 9
Front
* sporcare

Back
* to soil

### Card 10
Front
* Che casino!

Back
* What a mess!

### Card 11
Front
* È un porcile!

Back
* It's a pigsty!

### Card 12
Front
* impeccabile

Back
* impeccable; perfectly clean

### Card 13
Front
* macchiato

Back
* stained

### Card 14
Front
* pulito

Back
* clean

### Card 15
Front
* schifoso

Back
* disgusting

### Card 16
Front
* sporco

Back
* dirty

### Card 17
Front
* l'asciugatrice (f)

Back
* clothes dryer

### Card 18
Front
* l'aspirapolvere (m)

Back
* vacuum cleaner

### Card 19
Front
* la caffettiera

Back
* coffee maker

### Card 20
Front
* i fornelli

Back
* stove top; burners

### Card 21
Front
* la lavastoviglie

Back
* dishwasher

### Card 22
Front
* la lavatrice

Back
* washing machine

### Card 23
Front
* il tostapane

Back
* toaster

### Card 24
Front
* il cortile

Back
* courtyard

### Card 25
Front
* il pavimento

Back
* floor

### Card 26
Front
* la scala

Back
* stair; staircase

### Card 27
Front
* il soffitto

Back
* ceiling

### Card 28
Front
* la terrazza

Back
* terrace

### Card 29
Front
* il tetto

Back
* roof

### Card 30
Front
* Portare fuori la spazzatura

Back
* To take out the trash

### Card 31
Front
* il cuscino

Back
* pillow

### Card 32
Front
* Fare il letto

Back
* To make the bed

### Card 33
Front
* il forno

Back
* oven

### Card 34
Front
* il forno a microonde

Back
* microwave oven

### Card 35
Front
* il lavello

Back
* kitchen sink

### Card 36
Front
* Lavare i piatti

Back
* To wash the dishes

### Card 37
Front
* Il congelatore

Back
* freezer

### Card 38
Front
* il frigo(rifero)

Back
* refrigerator

### Card 39
Front
* la scopa

Back
* broom

### Card 40
Front
* le lenzuola

Back
* sheets (pl)

### Card 41
Front
* il lenzuolo

Back
* sheets (singular)

### Card 42
Front
* la coperta

Back
* blanket

### Card 43
Front
* il bucato

Back
* laundry

### Card 44
Front
* spazzare

Back
* to sweep

### Card 45
Front
* stirare

Back
* to iron

### Card 46
Front
* il ferro (da stiro)

Back
* iron

### Card 47
Front
* l'asse da stiro

Back
* ironing board",Everyone,en,False,2019-02-15 00:53:07,2019-02-15 00:55:11
Sentieri 7A: Time Expressions,usato spesso con Futuro Semplice,https://s3.amazonaws.com/tinycards/image/f1bae2060a369bf6344fd121d27bcd82,"### Card 1
Front
* domani

Back
* tomorrow

### Card 2
Front
* dopodomani

Back
* the day after tomorrow

### Card 3
Front
* fra due giorni

Back
* in two days

### Card 4
Front
* fra una settimana

Back
* in a week

### Card 5
Front
* fra tre anni

Back
* in three years

### Card 6
Front
* fra un mese

Back
* in a month

### Card 7
Front
* in futuro

Back
* in the future

### Card 8
Front
* la settimana prossima

Back
* next week

### Card 9
Front
* il mese prossimo

Back
* next month

### Card 10
Front
* l'anno prossimo

Back
* next year

### Card 11
Front
* presto

Back
* soon

### Card 12
Front
* questo weekend

Back
* this weekend

### Card 13
Front
* tra/fra

Back
* in",Everyone,en,False,2019-02-13 20:36:15,2019-02-22 20:20:06
